subject,list,item,input,output,study,recall,repeat,intrusion,condition,first_input
141,11,14,39,,True,False,0,False,1,39
141,11,15,40,,True,False,0,False,1,40
141,11,17,41,,True,False,0,False,1,41
141,11,18,42,,True,False,0,False,1,42
141,11,11,43,,True,False,0,False,1,43
141,11,5,44,,True,False,0,False,1,44
141,11,14,45,,True,False,0,False,1,45
141,11,12,46,,True,False,0,False,1,46
141,11,15,47,,True,False,0,False,1,47
141,11,13,48,,True,False,0,False,1,48
141,11,18,49,,True,False,0,False,1,49
141,11,19,50,,True,False,0,False,1,50
141,11,20,51,,True,False,0,False,1,51
141,11,12,52,,True,False,0,False,1,52
141,11,21,53,,True,False,0,False,1,53
141,11,22,54,,True,False,0,False,1,54
141,11,13,55,,True,False,0,False,1,55
141,11,16,56,,True,False,0,False,1,56
141,11,18,57,,True,False,0,False,1,57
141,11,17,58,,True,False,0,False,1,58
141,11,20,59,,True,False,0,False,1,59
141,11,11,60,,True,False,0,False,1,60
141,11,19,61,,True,False,0,False,1,61
141,11,22,62,,True,False,0,False,1,62
141,11,16,63,,True,False,0,False,1,63
141,11,23,64,,True,False,0,False,1,64
141,11,24,65,,True,False,0,False,1,65
141,11,25,66,,True,False,0,False,1,66
141,11,20,67,,True,False,0,False,1,67
141,11,21,68,,True,False,0,False,1,68
141,11,26,69,,True,False,0,False,1,69
141,11,27,70,,True,False,0,False,1,70
141,11,24,71,,True,False,0,False,1,71
141,11,28,72,,True,False,0,False,1,72
141,11,29,73,,True,False,0,False,1,73
141,11,19,74,,True,False,0,False,1,74
141,11,21,75,,True,False,0,False,1,75
141,11,17,76,,True,False,0,False,1,76
141,11,26,77,,True,False,0,False,1,77
141,11,27,78,,True,False,0,False,1,78
141,11,22,79,,True,False,0,False,1,79
141,11,23,80,,True,False,0,False,1,80
141,11,28,81,,True,False,0,False,1,81
141,11,29,82,,True,False,0,False,1,82
141,11,25,83,,True,False,0,False,1,83
141,11,26,84,,True,False,0,False,1,84
141,11,24,85,,True,False,0,False,1,85
141,11,27,86,,True,False,0,False,1,86
141,11,23,87,,True,False,0,False,1,87
141,11,28,88,,True,False,0,False,1,88
141,11,29,89,,True,False,0,False,1,89
141,11,25,90,,True,False,0,False,1,90
141,12,0,1,1.0,True,True,0,False,2,1
141,12,1,2,,True,False,0,False,2,2
141,12,2,3,,True,False,0,False,2,3
141,12,3,4,,True,False,0,False,2,4
141,12,1,5,,True,False,0,False,2,5
141,12,0,6,,True,False,0,False,2,6
141,12,2,7,,True,False,0,False,2,7
141,12,1,8,,True,False,0,False,2,8
141,12,0,9,,True,False,0,False,2,9
141,12,3,10,,True,False,0,False,2,10
141,12,4,11,3.0,True,True,0,False,2,11
141,12,2,12,,True,False,0,False,2,12
141,12,3,13,,True,False,0,False,2,13
141,12,5,14,,True,False,0,False,2,14
141,12,6,15,5.0,True,True,0,False,2,15
141,12,4,16,,True,False,0,False,2,16
141,12,7,17,2.0,True,True,0,False,2,17
141,12,6,18,,True,False,0,False,2,18
141,12,4,19,,True,False,0,False,2,19
141,12,5,20,,True,False,0,False,2,20
141,12,6,21,,True,False,0,False,2,21
141,12,7,22,,True,False,0,False,2,22
141,12,8,23,,True,False,0,False,2,23
141,12,9,24,,True,False,0,False,2,24
141,12,5,25,,True,False,0,False,2,25
141,12,7,26,,True,False,0,False,2,26
141,12,8,27,,True,False,0,False,2,27
141,12,10,28,,True,False,0,False,2,28
141,12,11,29,,True,False,0,False,2,29
141,12,9,30,,True,False,0,False,2,30
141,12,10,31,,True,False,0,False,2,31
141,12,8,32,,True,False,0,False,2,32
141,12,9,33,,True,False,0,False,2,33
141,12,11,34,,True,False,0,False,2,34
141,12,10,35,,True,False,0,False,2,35
141,12,12,36,,True,False,0,False,2,36
141,12,13,37,,True,False,0,False,2,37
141,12,14,38,,True,False,0,False,2,38
141,12,11,39,,True,False,0,False,2,39
141,12,12,40,,True,False,0,False,2,40
141,12,13,41,,True,False,0,False,2,41
141,12,14,42,,True,False,0,False,2,42
141,12,12,43,,True,False,0,False,2,43
141,12,15,44,,True,False,0,False,2,44
141,12,13,45,,True,False,0,False,2,45
141,12,16,46,,True,False,0,False,2,46
141,12,14,47,,True,False,0,False,2,47
141,12,17,48,,True,False,0,False,2,48
141,12,15,49,,True,False,0,False,2,49
141,12,16,50,,True,False,0,False,2,50
141,12,18,51,,True,False,0,False,2,51
141,12,15,52,,True,False,0,False,2,52
141,12,19,53,,True,False,0,False,2,53
141,12,17,54,,True,False,0,False,2,54
141,12,18,55,,True,False,0,False,2,55
141,12,16,56,,True,False,0,False,2,56
141,12,19,57,,True,False,0,False,2,57
141,12,18,58,,True,False,0,False,2,58
141,12,17,59,,True,False,0,False,2,59
141,12,20,60,,True,False,0,False,2,60
141,12,21,61,,True,False,0,False,2,61
141,12,22,62,,True,False,0,False,2,62
141,12,19,63,,True,False,0,False,2,63
141,12,21,64,,True,False,0,False,2,64
141,12,22,65,,True,False,0,False,2,65
141,12,20,66,,True,False,0,False,2,66
141,12,23,67,,True,False,0,False,2,67
141,12,21,68,,True,False,0,False,2,68
141,12,22,69,,True,False,0,False,2,69
141,12,23,70,,True,False,0,False,2,70
141,12,24,71,,True,False,0,False,2,71
141,12,20,72,,True,False,0,False,2,72
141,12,25,73,4.0,True,True,0,False,2,73
141,12,24,74,,True,False,0,False,2,74
141,12,26,75,,True,False,0,False,2,75
141,12,23,76,,True,False,0,False,2,76
141,12,25,77,,True,False,0,False,2,77
141,12,27,78,,True,False,0,False,2,78
141,12,24,79,,True,False,0,False,2,79
141,12,28,80,,True,False,0,False,2,80
141,12,26,81,,True,False,0,False,2,81
141,12,25,82,,True,False,0,False,2,82
141,12,27,83,,True,False,0,False,2,83
141,12,29,84,,True,False,0,False,2,84
141,12,28,85,,True,False,0,False,2,85
141,12,26,86,,True,False,0,False,2,86
141,12,29,87,,True,False,0,False,2,87
141,12,27,88,,True,False,0,False,2,88
141,12,28,89,,True,False,0,False,2,89
141,12,29,90,,True,False,0,False,2,90
141,13,0,1,,True,False,0,False,2,1
141,13,1,2,,True,False,0,False,2,2
141,13,2,3,,True,False,0,False,2,3
141,13,3,4,,True,False,0,False,2,4
141,13,0,5,,True,False,0,False,2,5
141,13,2,6,,True,False,0,False,2,6
141,13,3,7,,True,False,0,False,2,7
141,13,1,8,,True,False,0,False,2,8
141,13,2,9,,True,False,0,False,2,9
141,13,3,10,,True,False,0,False,2,10
141,13,0,11,,True,False,0,False,2,11
141,13,1,12,,True,False,0,False,2,12
141,13,4,13,,True,False,0,False,2,13
141,13,5,14,,True,False,0,False,2,14
141,13,6,15,,True,False,0,False,2,15
141,13,4,16,,True,False,0,False,2,16
141,13,5,17,,True,False,0,False,2,17
141,13,7,18,,True,False,0,False,2,18
141,13,6,19,,True,False,0,False,2,19
141,13,4,20,,True,False,0,False,2,20
141,13,7,21,,True,False,0,False,2,21
141,13,5,22,,True,False,0,False,2,22
141,13,6,23,,True,False,0,False,2,23
141,13,7,24,,True,False,0,False,2,24
141,13,8,25,,True,False,0,False,2,25
141,13,9,26,,True,False,0,False,2,26
141,13,10,27,,True,False,0,False,2,27
141,13,11,28,,True,False,0,False,2,28
141,13,8,29,,True,False,0,False,2,29
141,13,9,30,,True,False,0,False,2,30
141,13,11,31,,True,False,0,False,2,31
141,13,10,32,,True,False,0,False,2,32
141,13,8,33,,True,False,0,False,2,33
141,13,9,34,,True,False,0,False,2,34
141,13,11,35,,True,False,0,False,2,35
141,13,10,36,,True,False,0,False,2,36
141,13,12,37,,True,False,0,False,2,37
141,13,13,38,,True,False,0,False,2,38
141,13,14,39,,True,False,0,False,2,39
141,13,12,40,,True,False,0,False,2,40
141,13,13,41,,True,False,0,False,2,41
141,13,15,42,,True,False,0,False,2,42
141,13,12,43,,True,False,0,False,2,43
141,13,14,44,,True,False,0,False,2,44
141,13,15,45,,True,False,0,False,2,45
141,13,13,46,,True,False,0,False,2,46
141,13,16,47,,True,False,0,False,2,47
141,13,14,48,,True,False,0,False,2,48
141,13,17,49,,True,False,0,False,2,49
141,13,18,50,,True,False,0,False,2,50
141,13,15,51,,True,False,0,False,2,51
141,13,16,52,,True,False,0,False,2,52
141,13,18,53,,True,False,0,False,2,53
141,13,19,54,,True,False,0,False,2,54
141,13,17,55,,True,False,0,False,2,55
141,13,16,56,,True,False,0,False,2,56
141,13,19,57,,True,False,0,False,2,57
141,13,18,58,,True,False,0,False,2,58
141,13,20,59,,True,False,0,False,2,59
141,13,21,60,1.0,True,True,0,False,2,60
141,13,17,61,,True,False,0,False,2,61
141,13,22,62,,True,False,0,False,2,62
141,13,19,63,,True,False,0,False,2,63
141,13,21,64,,True,False,0,False,2,64
141,13,20,65,,True,False,0,False,2,65
141,13,22,66,,True,False,0,False,2,66
141,13,23,67,,True,False,0,False,2,67
141,13,24,68,,True,False,0,False,2,68
141,13,22,69,,True,False,0,False,2,69
141,13,21,70,,True,False,0,False,2,70
141,13,20,71,,True,False,0,False,2,71
141,13,23,72,,True,False,0,False,2,72
141,13,25,73,2.0,True,True,0,False,2,73
141,13,24,74,,True,False,0,False,2,74
141,13,23,75,,True,False,0,False,2,75
141,13,25,76,,True,False,0,False,2,76
141,13,24,77,,True,False,0,False,2,77
141,13,26,78,,True,False,0,False,2,78
141,13,25,79,,True,False,0,False,2,79
141,13,27,80,,True,False,0,False,2,80
141,13,26,81,,True,False,0,False,2,81
141,13,28,82,,True,False,0,False,2,82
141,13,29,83,,True,False,0,False,2,83
141,13,26,84,,True,False,0,False,2,84
141,13,28,85,,True,False,0,False,2,85
141,13,27,86,,True,False,0,False,2,86
141,13,29,87,,True,False,0,False,2,87
141,13,28,88,,True,False,0,False,2,88
141,13,27,89,,True,False,0,False,2,89
141,13,29,90,,True,False,0,False,2,90
141,14,0,1,,True,False,0,False,1,1
141,14,1,2,,True,False,0,False,1,2
141,14,2,3,,True,False,0,False,1,3
141,14,3,4,1.0,True,True,0,False,1,4
141,14,4,5,,True,False,0,False,1,5
141,14,5,6,,True,False,0,False,1,6
141,14,6,7,,True,False,0,False,1,7
141,14,7,8,,True,False,0,False,1,8
141,14,8,9,,True,False,0,False,1,9
141,14,9,10,,True,False,0,False,1,10
141,14,2,11,,True,False,0,False,1,11
141,14,1,12,,True,False,0,False,1,12
141,14,5,13,,True,False,0,False,1,13
141,14,6,14,,True,False,0,False,1,14
141,14,8,15,,True,False,0,False,1,15
141,14,7,16,,True,False,0,False,1,16
141,14,9,17,,True,False,0,False,1,17
141,14,10,18,,True,False,0,False,1,18
141,14,0,19,,True,False,0,False,1,19
141,14,3,20,,True,False,0,False,1,20
141,14,6,21,,True,False,0,False,1,21
141,14,8,22,,True,False,0,False,1,22
141,14,11,23,,True,False,0,False,1,23
141,14,10,24,,True,False,0,False,1,24
141,14,4,25,,True,False,0,False,1,25
141,14,1,26,,True,False,0,False,1,26
141,14,2,27,,True,False,0,False,1,27
141,14,5,28,,True,False,0,False,1,28
141,14,9,29,,True,False,0,False,1,29
141,14,11,30,,True,False,0,False,1,30
141,14,12,31,,True,False,0,False,1,31
141,14,4,32,,True,False,0,False,1,32
141,14,13,33,,True,False,0,False,1,33
141,14,3,34,,True,False,0,False,1,34
141,14,7,35,,True,False,0,False,1,35
141,14,14,36,,True,False,0,False,1,36
141,14,15,37,,True,False,0,False,1,37
141,14,0,38,,True,False,0,False,1,38
141,14,16,39,2.0,True,True,0,False,1,39
141,14,17,40,,True,False,0,False,1,40
141,14,10,41,,True,False,0,False,1,41
141,14,14,42,,True,False,0,False,1,42
141,14,18,43,,True,False,0,False,1,43
141,14,15,44,,True,False,0,False,1,44
141,14,13,45,,True,False,0,False,1,45
141,14,11,46,,True,False,0,False,1,46
141,14,16,47,,True,False,0,False,1,47
141,14,19,48,,True,False,0,False,1,48
141,14,18,49,,True,False,0,False,1,49
141,14,12,50,,True,False,0,False,1,50
141,14,20,51,,True,False,0,False,1,51
141,14,21,52,,True,False,0,False,1,52
141,14,22,53,4.0,True,True,0,False,1,53
141,14,15,54,,True,False,0,False,1,54
141,14,18,55,,True,False,0,False,1,55
141,14,13,56,,True,False,0,False,1,56
141,14,12,57,,True,False,0,False,1,57
141,14,16,58,,True,False,0,False,1,58
141,14,19,59,,True,False,0,False,1,59
141,14,17,60,,True,False,0,False,1,60
141,14,20,61,,True,False,0,False,1,61
141,14,14,62,,True,False,0,False,1,62
141,14,23,63,,True,False,0,False,1,63
141,14,24,64,,True,False,0,False,1,64
141,14,25,65,,True,False,0,False,1,65
141,14,21,66,,True,False,0,False,1,66
141,14,26,67,,True,False,0,False,1,67
141,14,27,68,,True,False,0,False,1,68
141,14,28,69,3.0,True,True,0,False,1,69
141,14,24,70,,True,False,0,False,1,70
141,14,29,71,,True,False,0,False,1,71
141,14,20,72,,True,False,0,False,1,72
141,14,22,73,,True,False,0,False,1,73
141,14,26,74,,True,False,0,False,1,74
141,14,21,75,,True,False,0,False,1,75
141,14,17,76,,True,False,0,False,1,76
141,14,27,77,,True,False,0,False,1,77
141,14,19,78,,True,False,0,False,1,78
141,14,23,79,,True,False,0,False,1,79
141,14,26,80,,True,False,0,False,1,80
141,14,28,81,,True,False,0,False,1,81
141,14,25,82,,True,False,0,False,1,82
141,14,27,83,,True,False,0,False,1,83
141,14,29,84,,True,False,0,False,1,84
141,14,23,85,,True,False,0,False,1,85
141,14,24,86,,True,False,0,False,1,86
141,14,28,87,,True,False,0,False,1,87
141,14,22,88,,True,False,0,False,1,88
141,14,25,89,,True,False,0,False,1,89
141,14,29,90,,True,False,0,False,1,90
141,15,0,1,4.0,True,True,0,False,2,1
141,15,1,2,,True,False,0,False,2,2
141,15,2,3,,True,False,0,False,2,3
141,15,3,4,,True,False,0,False,2,4
141,15,0,5,,True,False,0,False,2,5
141,15,1,6,,True,False,0,False,2,6
141,15,2,7,,True,False,0,False,2,7
141,15,3,8,,True,False,0,False,2,8
141,15,4,9,,True,False,0,False,2,9
141,15,0,10,,True,False,0,False,2,10
141,15,3,11,,True,False,0,False,2,11
141,15,1,12,,True,False,0,False,2,12
141,15,2,13,,True,False,0,False,2,13
141,15,4,14,,True,False,0,False,2,14
141,15,5,15,,True,False,0,False,2,15
141,15,6,16,,True,False,0,False,2,16
141,15,7,17,,True,False,0,False,2,17
141,15,8,18,,True,False,0,False,2,18
141,15,4,19,,True,False,0,False,2,19
141,15,5,20,,True,False,0,False,2,20
141,15,6,21,,True,False,0,False,2,21
141,15,7,22,,True,False,0,False,2,22
141,15,5,23,,True,False,0,False,2,23
141,15,8,24,,True,False,0,False,2,24
141,15,9,25,3.0,True,True,0,False,2,25
141,15,6,26,,True,False,0,False,2,26
141,15,8,27,,True,False,0,False,2,27
141,15,7,28,,True,False,0,False,2,28
141,15,10,29,,True,False,0,False,2,29
141,15,11,30,,True,False,0,False,2,30
141,15,9,31,,True,False,0,False,2,31
141,15,12,32,,True,False,0,False,2,32
141,15,11,33,,True,False,0,False,2,33
141,15,10,34,,True,False,0,False,2,34
141,15,12,35,,True,False,0,False,2,35
141,15,11,36,,True,False,0,False,2,36
141,15,9,37,,True,False,0,False,2,37
141,15,10,38,,True,False,0,False,2,38
141,15,13,39,,True,False,0,False,2,39
141,15,12,40,,True,False,0,False,2,40
141,15,14,41,,True,False,0,False,2,41
141,15,15,42,,True,False,0,False,2,42
141,15,16,43,,True,False,0,False,2,43
141,15,13,44,,True,False,0,False,2,44
141,15,15,45,,True,False,0,False,2,45
141,15,16,46,,True,False,0,False,2,46
141,15,14,47,,True,False,0,False,2,47
141,15,15,48,,True,False,0,False,2,48
141,15,13,49,,True,False,0,False,2,49
141,15,16,50,,True,False,0,False,2,50
141,15,14,51,,True,False,0,False,2,51
141,15,17,52,,True,False,0,False,2,52
141,15,18,53,,True,False,0,False,2,53
141,15,19,54,,True,False,0,False,2,54
141,15,20,55,,True,False,0,False,2,55
141,15,18,56,,True,False,0,False,2,56
141,15,17,57,,True,False,0,False,2,57
141,15,19,58,,True,False,0,False,2,58
141,15,20,59,,True,False,0,False,2,59
141,15,18,60,,True,False,0,False,2,60
141,15,19,61,,True,False,0,False,2,61
141,15,21,62,,True,False,0,False,2,62
141,15,17,63,,True,False,0,False,2,63
141,15,20,64,,True,False,0,False,2,64
141,15,22,65,,True,False,0,False,2,65
141,15,23,66,,True,False,0,False,2,66
141,15,21,67,,True,False,0,False,2,67
141,15,22,68,,True,False,0,False,2,68
141,15,24,69,,True,False,0,False,2,69
141,15,21,70,,True,False,0,False,2,70
141,15,22,71,,True,False,0,False,2,71
141,15,23,72,,True,False,0,False,2,72
141,15,24,73,,True,False,0,False,2,73
141,15,25,74,,True,False,0,False,2,74
141,15,26,75,,True,False,0,False,2,75
141,15,23,76,,True,False,0,False,2,76
141,15,25,77,,True,False,0,False,2,77
141,15,26,78,,True,False,0,False,2,78
141,15,24,79,,True,False,0,False,2,79
141,15,25,80,,True,False,0,False,2,80
141,15,27,81,2.0,True,True,0,False,2,81
141,15,28,82,,True,False,0,False,2,82
141,15,26,83,,True,False,0,False,2,83
141,15,29,84,1.0,True,True,0,False,2,84
141,15,27,85,,True,False,0,False,2,85
141,15,28,86,,True,False,0,False,2,86
141,15,29,87,,True,False,0,False,2,87
141,15,27,88,,True,False,0,False,2,88
141,15,28,89,,True,False,0,False,2,89
141,15,29,90,,True,False,0,False,2,90
142,1,0,1,1.0,True,True,0,False,0,1
142,1,0,2,,True,False,0,False,0,2
142,1,0,3,,True,False,0,False,0,3
142,1,1,4,3.0,True,True,0,False,0,4
142,1,1,5,,True,False,0,False,0,5
142,1,1,6,,True,False,0,False,0,6
142,1,2,7,2.0,True,True,0,False,0,7
142,1,2,8,,True,False,0,False,0,8
142,1,2,9,,True,False,0,False,0,9
142,1,3,10,5.0,True,True,0,False,0,10
142,1,3,11,,True,False,0,False,0,11
142,1,3,12,,True,False,0,False,0,12
142,1,4,13,,True,False,0,False,0,13
142,1,4,14,,True,False,0,False,0,14
142,1,4,15,,True,False,0,False,0,15
142,1,5,16,,True,False,0,False,0,16
142,1,5,17,,True,False,0,False,0,17
142,1,5,18,,True,False,0,False,0,18
142,1,6,19,4.0,True,True,0,False,0,19
142,1,6,20,,True,False,0,False,0,20
142,1,6,21,,True,False,0,False,0,21
142,1,7,22,,True,False,0,False,0,22
142,1,7,23,,True,False,0,False,0,23
142,1,7,24,,True,False,0,False,0,24
142,1,8,25,,True,False,0,False,0,25
142,1,8,26,,True,False,0,False,0,26
142,1,8,27,,True,False,0,False,0,27
142,1,9,28,,True,False,0,False,0,28
142,1,9,29,,True,False,0,False,0,29
142,1,9,30,,True,False,0,False,0,30
142,1,10,31,,True,False,0,False,0,31
142,1,10,32,,True,False,0,False,0,32
142,1,10,33,,True,False,0,False,0,33
142,1,11,34,,True,False,0,False,0,34
142,1,11,35,,True,False,0,False,0,35
142,1,11,36,,True,False,0,False,0,36
142,1,12,37,,True,False,0,False,0,37
142,1,12,38,,True,False,0,False,0,38
142,1,12,39,,True,False,0,False,0,39
142,1,13,40,8.0,True,True,0,False,0,40
142,1,13,41,,True,False,0,False,0,41
142,1,13,42,,True,False,0,False,0,42
142,1,14,43,,True,False,0,False,0,43
142,1,14,44,,True,False,0,False,0,44
142,1,14,45,,True,False,0,False,0,45
142,1,15,46,,True,False,0,False,0,46
142,1,15,47,,True,False,0,False,0,47
142,1,15,48,,True,False,0,False,0,48
142,1,16,49,,True,False,0,False,0,49
142,1,16,50,,True,False,0,False,0,50
142,1,16,51,,True,False,0,False,0,51
142,1,17,52,6.0,True,True,0,False,0,52
142,1,17,53,,True,False,0,False,0,53
142,1,17,54,,True,False,0,False,0,54
142,1,18,55,,True,False,0,False,0,55
142,1,18,56,,True,False,0,False,0,56
142,1,18,57,,True,False,0,False,0,57
142,1,19,58,,True,False,0,False,0,58
142,1,19,59,,True,False,0,False,0,59
142,1,19,60,,True,False,0,False,0,60
142,1,20,61,,True,False,0,False,0,61
142,1,20,62,,True,False,0,False,0,62
142,1,20,63,,True,False,0,False,0,63
142,1,21,64,,True,False,0,False,0,64
142,1,21,65,,True,False,0,False,0,65
142,1,21,66,,True,False,0,False,0,66
142,1,22,67,,True,False,0,False,0,67
142,1,22,68,,True,False,0,False,0,68
142,1,22,69,,True,False,0,False,0,69
142,1,23,70,7.0,True,True,0,False,0,70
142,1,23,71,,True,False,0,False,0,71
142,1,23,72,,True,False,0,False,0,72
142,1,24,73,10.0,True,True,0,False,0,73
142,1,24,74,,True,False,0,False,0,74
142,1,24,75,,True,False,0,False,0,75
142,1,25,76,,True,False,0,False,0,76
142,1,25,77,,True,False,0,False,0,77
142,1,25,78,,True,False,0,False,0,78
142,1,26,79,9.0,True,True,0,False,0,79
142,1,26,80,,True,False,0,False,0,80
142,1,26,81,,True,False,0,False,0,81
142,1,27,82,,True,False,0,False,0,82
142,1,27,83,,True,False,0,False,0,83
142,1,27,84,,True,False,0,False,0,84
142,1,28,85,,True,False,0,False,0,85
142,1,28,86,,True,False,0,False,0,86
142,1,28,87,,True,False,0,False,0,87
142,1,29,88,,True,False,0,False,0,88
142,1,29,89,,True,False,0,False,0,89
142,1,29,90,,True,False,0,False,0,90
142,2,0,1,,True,False,0,False,1,1
142,2,1,2,2.0,True,True,0,False,1,2
142,2,2,3,,True,False,0,False,1,3
142,2,3,4,,True,False,0,False,1,4
142,2,4,5,,True,False,0,False,1,5
142,2,5,6,,True,False,0,False,1,6
142,2,6,7,1.0,True,True,0,False,1,7
142,2,7,8,,True,False,0,False,1,8
142,2,8,9,,True,False,0,False,1,9
142,2,3,10,,True,False,0,False,1,10
142,2,9,11,,True,False,0,False,1,11
142,2,1,12,,True,False,0,False,1,12
142,2,6,13,,True,False,0,False,1,13
142,2,2,14,,True,False,0,False,1,14
142,2,4,15,,True,False,0,False,1,15
142,2,7,16,,True,False,0,False,1,16
142,2,8,17,,True,False,0,False,1,17
142,2,0,18,,True,False,0,False,1,18
142,2,6,19,,True,False,0,False,1,19
142,2,3,20,,True,False,0,False,1,20
142,2,9,21,,True,False,0,False,1,21
142,2,10,22,,True,False,0,False,1,22
142,2,8,23,,True,False,0,False,1,23
142,2,7,24,,True,False,0,False,1,24
142,2,11,25,,True,False,0,False,1,25
142,2,5,26,,True,False,0,False,1,26
142,2,2,27,,True,False,0,False,1,27
142,2,0,28,,True,False,0,False,1,28
142,2,4,29,,True,False,0,False,1,29
142,2,9,30,,True,False,0,False,1,30
142,2,1,31,,True,False,0,False,1,31
142,2,11,32,,True,False,0,False,1,32
142,2,12,33,,True,False,0,False,1,33
142,2,13,34,,True,False,0,False,1,34
142,2,5,35,,True,False,0,False,1,35
142,2,14,36,,True,False,0,False,1,36
142,2,15,37,,True,False,0,False,1,37
142,2,16,38,,True,False,0,False,1,38
142,2,10,39,,True,False,0,False,1,39
142,2,17,40,,True,False,0,False,1,40
142,2,18,41,,True,False,0,False,1,41
142,2,13,42,,True,False,0,False,1,42
142,2,19,43,,True,False,0,False,1,43
142,2,16,44,,True,False,0,False,1,44
142,2,20,45,,True,False,0,False,1,45
142,2,15,46,,True,False,0,False,1,46
142,2,17,47,,True,False,0,False,1,47
142,2,18,48,,True,False,0,False,1,48
142,2,19,49,,True,False,0,False,1,49
142,2,16,50,,True,False,0,False,1,50
142,2,12,51,,True,False,0,False,1,51
142,2,11,52,,True,False,0,False,1,52
142,2,15,53,,True,False,0,False,1,53
142,2,14,54,,True,False,0,False,1,54
142,2,10,55,,True,False,0,False,1,55
142,2,17,56,,True,False,0,False,1,56
142,2,18,57,,True,False,0,False,1,57
142,2,13,58,,True,False,0,False,1,58
142,2,20,59,,True,False,0,False,1,59
142,2,21,60,,True,False,0,False,1,60
142,2,22,61,,True,False,0,False,1,61
142,2,12,62,,True,False,0,False,1,62
142,2,14,63,,True,False,0,False,1,63
142,2,19,64,,True,False,0,False,1,64
142,2,23,65,,True,False,0,False,1,65
142,2,24,66,,True,False,0,False,1,66
142,2,25,67,,True,False,0,False,1,67
142,2,26,68,,True,False,0,False,1,68
142,2,27,69,,True,False,0,False,1,69
142,2,28,70,,True,False,0,False,1,70
142,2,23,71,,True,False,0,False,1,71
142,2,29,72,,True,False,0,False,1,72
142,2,25,73,,True,False,0,False,1,73
142,2,26,74,,True,False,0,False,1,74
142,2,20,75,,True,False,0,False,1,75
142,2,27,76,,True,False,0,False,1,76
142,2,28,77,,True,False,0,False,1,77
142,2,22,78,,True,False,0,False,1,78
142,2,21,79,,True,False,0,False,1,79
142,2,25,80,,True,False,0,False,1,80
142,2,29,81,,True,False,0,False,1,81
142,2,24,82,,True,False,0,False,1,82
142,2,23,83,,True,False,0,False,1,83
142,2,22,84,,True,False,0,False,1,84
142,2,21,85,,True,False,0,False,1,85
142,2,28,86,,True,False,0,False,1,86
142,2,26,87,,True,False,0,False,1,87
142,2,24,88,,True,False,0,False,1,88
142,2,29,89,,True,False,0,False,1,89
142,2,27,90,,True,False,0,False,1,90
142,3,0,1,3.0,True,True,0,False,1,1
142,3,1,2,4.0,True,True,0,False,1,2
142,3,2,3,5.0,True,True,0,False,1,3
142,3,3,4,,True,False,0,False,1,4
142,3,4,5,,True,False,0,False,1,5
142,3,5,6,,True,False,0,False,1,6
142,3,6,7,,True,False,0,False,1,7
142,3,7,8,1.0,True,True,0,False,1,8
142,3,2,9,,True,False,0,False,1,9
142,3,3,10,,True,False,0,False,1,10
142,3,8,11,,True,False,0,False,1,11
142,3,1,12,,True,False,0,False,1,12
142,3,4,13,,True,False,0,False,1,13
142,3,9,14,2.0,True,True,0,False,1,14
142,3,5,15,,True,False,0,False,1,15
142,3,2,16,,True,False,0,False,1,16
142,3,0,17,,True,False,0,False,1,17
142,3,10,18,,True,False,0,False,1,18
142,3,8,19,,True,False,0,False,1,19
142,3,7,20,,True,False,0,False,1,20
142,3,3,21,,True,False,0,False,1,21
142,3,9,22,,True,False,0,False,1,22
142,3,11,23,,True,False,0,False,1,23
142,3,1,24,,True,False,0,False,1,24
142,3,4,25,,True,False,0,False,1,25
142,3,6,26,,True,False,0,False,1,26
142,3,7,27,,True,False,0,False,1,27
142,3,9,28,,True,False,0,False,1,28
142,3,10,29,,True,False,0,False,1,29
142,3,8,30,,True,False,0,False,1,30
142,3,11,31,,True,False,0,False,1,31
142,3,0,32,,True,False,0,False,1,32
142,3,5,33,,True,False,0,False,1,33
142,3,12,34,,True,False,0,False,1,34
142,3,10,35,,True,False,0,False,1,35
142,3,13,36,,True,False,0,False,1,36
142,3,6,37,,True,False,0,False,1,37
142,3,11,38,,True,False,0,False,1,38
142,3,14,39,,True,False,0,False,1,39
142,3,15,40,,True,False,0,False,1,40
142,3,12,41,,True,False,0,False,1,41
142,3,16,42,,True,False,0,False,1,42
142,3,17,43,7.0,True,True,0,False,1,43
142,3,18,44,9.0,True,True,0,False,1,44
142,3,13,45,,True,False,0,False,1,45
142,3,15,46,,True,False,0,False,1,46
142,3,12,47,,True,False,0,False,1,47
142,3,19,48,,True,False,0,False,1,48
142,3,20,49,,True,False,0,False,1,49
142,3,16,50,,True,False,0,False,1,50
142,3,17,51,,True,False,0,False,1,51
142,3,21,52,8.0,True,True,0,False,1,52
142,3,13,53,,True,False,0,False,1,53
142,3,19,54,,True,False,0,False,1,54
142,3,20,55,,True,False,0,False,1,55
142,3,16,56,,True,False,0,False,1,56
142,3,14,57,,True,False,0,False,1,57
142,3,17,58,,True,False,0,False,1,58
142,3,18,59,,True,False,0,False,1,59
142,3,19,60,,True,False,0,False,1,60
142,3,21,61,,True,False,0,False,1,61
142,3,22,62,,True,False,0,False,1,62
142,3,15,63,,True,False,0,False,1,63
142,3,23,64,,True,False,0,False,1,64
142,3,18,65,,True,False,0,False,1,65
142,3,14,66,,True,False,0,False,1,66
142,3,20,67,,True,False,0,False,1,67
142,3,24,68,,True,False,0,False,1,68
