subject,list,item,input,output,study,recall,repeat,intrusion,list length
12,1,19,20,1.0,True,True,0,False,20
12,2,0,1,7.0,True,True,0,False,20
12,2,1,2,,True,False,0,False,20
12,2,2,3,,True,False,0,False,20
12,2,3,4,,True,False,0,False,20
12,2,4,5,6.0,True,True,0,False,20
12,2,5,6,,True,False,0,False,20
12,2,6,7,,True,False,0,False,20
12,2,7,8,,True,False,0,False,20
12,2,8,9,,True,False,0,False,20
12,2,9,10,,True,False,0,False,20
12,2,10,11,,True,False,0,False,20
12,2,11,12,,True,False,0,False,20
12,2,12,13,,True,False,0,False,20
12,2,13,14,4.0,True,True,0,False,20
12,2,14,15,,True,False,0,False,20
12,2,15,16,3.0,True,True,0,False,20
12,2,16,17,5.0,True,True,0,False,20
12,2,17,18,,True,False,0,False,20
12,2,18,19,1.0,True,True,0,False,20
12,2,19,20,2.0,True,True,0,False,20
12,3,0,1,,True,False,0,False,20
12,3,1,2,,True,False,0,False,20
12,3,2,3,,True,False,0,False,20
12,3,3,4,,True,False,0,False,20
12,3,4,5,,True,False,0,False,20
12,3,5,6,,True,False,0,False,20
12,3,6,7,3.0,True,True,0,False,20
12,3,7,8,4.0,True,True,0,False,20
12,3,8,9,,True,False,0,False,20
12,3,9,10,,True,False,0,False,20
12,3,10,11,,True,False,0,False,20
12,3,11,12,,True,False,0,False,20
12,3,12,13,5.0,True,True,0,False,20
12,3,13,14,,True,False,0,False,20
12,3,14,15,2.0,True,True,0,False,20
12,3,15,16,,True,False,0,False,20
12,3,16,17,,True,False,0,False,20
12,3,17,18,,True,False,0,False,20
12,3,18,19,,True,False,0,False,20
12,3,19,20,1.0,True,True,0,False,20
12,4,0,1,,True,False,0,False,20
12,4,1,2,,True,False,0,False,20
12,4,2,3,,True,False,0,False,20
12,4,3,4,,True,False,0,False,20
12,4,4,5,,True,False,0,False,20
12,4,5,6,,True,False,0,False,20
12,4,6,7,,True,False,0,False,20
12,4,7,8,,True,False,0,False,20
12,4,8,9,,True,False,0,False,20
12,4,9,10,,True,False,0,False,20
12,4,10,11,,True,False,0,False,20
12,4,11,12,,True,False,0,False,20
12,4,12,13,,True,False,0,False,20
12,4,13,14,,True,False,0,False,20
12,4,14,15,1.0,True,True,0,False,20
12,4,15,16,3.0,True,True,0,False,20
12,4,16,17,2.0,True,True,0,False,20
12,4,17,18,5.0,True,True,0,False,20
12,4,18,19,,True,False,0,False,20
12,4,19,20,4.0,True,True,0,False,20
12,5,0,1,,True,False,0,False,20
12,5,1,2,,True,False,0,False,20
12,5,2,3,5.0,True,True,0,False,20
12,5,3,4,,True,False,0,False,20
12,5,4,5,,True,False,0,False,20
12,5,5,6,,True,False,0,False,20
12,5,6,7,,True,False,0,False,20
12,5,7,8,,True,False,0,False,20
12,5,8,9,,True,False,0,False,20
12,5,9,10,2.0,True,True,0,False,20
12,5,10,11,,True,False,0,False,20
12,5,11,12,,True,False,0,False,20
12,5,12,13,3.0,True,True,0,False,20
12,5,13,14,,True,False,0,False,20
12,5,14,15,,True,False,0,False,20
12,5,15,16,,True,False,0,False,20
12,5,16,17,,True,False,0,False,20
12,5,17,18,,True,False,0,False,20
12,5,18,19,1.0,True,True,0,False,20
12,5,19,20,4.0,True,True,0,False,20
12,6,0,1,,True,False,0,False,20
12,6,1,2,,True,False,0,False,20
12,6,2,3,,True,False,0,False,20
12,6,3,4,,True,False,0,False,20
12,6,4,5,,True,False,0,False,20
12,6,5,6,,True,False,0,False,20
12,6,6,7,,True,False,0,False,20
12,6,7,8,,True,False,0,False,20
12,6,8,9,,True,False,0,False,20
12,6,9,10,5.0,True,True,0,False,20
12,6,10,11,,True,False,0,False,20
12,6,11,12,,True,False,0,False,20
12,6,12,13,,True,False,0,False,20
12,6,13,14,,True,False,0,False,20
12,6,14,15,,True,False,0,False,20
12,6,15,16,1.0,True,True,0,False,20
12,6,16,17,2.0,True,True,0,False,20
12,6,17,18,4.0,True,True,0,False,20
12,6,18,19,,True,False,0,False,20
12,6,19,20,3.0,True,True,0,False,20
12,7,0,1,6.0,True,True,0,False,20
12,7,1,2,,True,False,0,False,20
12,7,2,3,,True,False,0,False,20
12,7,3,4,,True,False,0,False,20
12,7,4,5,,True,False,0,False,20
12,7,5,6,,True,False,0,False,20
12,7,6,7,,True,False,0,False,20
12,7,7,8,,True,False,0,False,20
12,7,8,9,,True,False,0,False,20
12,7,9,10,,True,False,0,False,20
12,7,10,11,5.0,True,True,0,False,20
12,7,11,12,,True,False,0,False,20
12,7,12,13,,True,False,0,False,20
12,7,13,14,,True,False,0,False,20
12,7,14,15,,True,False,0,False,20
12,7,15,16,,True,False,0,False,20
12,7,16,17,2.0,True,True,0,False,20
12,7,17,18,3.0,True,True,0,False,20
12,7,18,19,4.0,True,True,0,False,20
12,7,19,20,1.0,True,True,0,False,20
12,8,0,1,6.0,True,True,0,False,20
12,8,1,2,,True,False,0,False,20
12,8,2,3,,True,False,0,False,20
12,8,3,4,,True,False,0,False,20
12,8,4,5,,True,False,0,False,20
12,8,5,6,,True,False,0,False,20
12,8,6,7,,True,False,0,False,20
12,8,7,8,,True,False,0,False,20
12,8,8,9,,True,False,0,False,20
12,8,9,10,2.0,True,True,0,False,20
12,8,10,11,3.0,True,True,0,False,20
12,8,11,12,4.0,True,True,0,False,20
12,8,12,13,5.0,True,True,0,False,20
12,8,13,14,,True,False,0,False,20
12,8,14,15,,True,False,0,False,20
12,8,15,16,,True,False,0,False,20
12,8,16,17,,True,False,0,False,20
12,8,17,18,1.0,True,True,0,False,20
12,8,18,19,,True,False,0,False,20
12,8,19,20,,True,False,0,False,20
12,9,0,1,4.0,True,True,0,False,20
12,9,1,2,5.0,True,True,0,False,20
12,9,2,3,,True,False,0,False,20
12,9,3,4,,True,False,0,False,20
12,9,4,5,,True,False,0,False,20
12,9,5,6,,True,False,0,False,20
12,9,6,7,,True,False,0,False,20
12,9,7,8,,True,False,0,False,20
12,9,8,9,,True,False,0,False,20
12,9,9,10,,True,False,0,False,20
12,9,10,11,,True,False,0,False,20
12,9,11,12,,True,False,0,False,20
12,9,12,13,,True,False,0,False,20
12,9,13,14,,True,False,0,False,20
12,9,14,15,,True,False,0,False,20
12,9,15,16,,True,False,0,False,20
12,9,16,17,,True,False,0,False,20
12,9,17,18,1.0,True,True,0,False,20
12,9,18,19,2.0,True,True,0,False,20
12,9,19,20,3.0,True,True,0,False,20
12,10,0,1,6.0,True,True,0,False,20
12,10,1,2,,True,False,0,False,20
12,10,2,3,,True,False,0,False,20
12,10,3,4,,True,False,0,False,20
12,10,4,5,,True,False,0,False,20
12,10,5,6,,True,False,0,False,20
12,10,6,7,,True,False,0,False,20
12,10,7,8,7.0,True,True,0,False,20
12,10,8,9,,True,False,0,False,20
12,10,9,10,,True,False,0,False,20
12,10,10,11,,True,False,0,False,20
12,10,11,12,4.0,True,True,0,False,20
12,10,12,13,,True,False,0,False,20
12,10,13,14,,True,False,0,False,20
12,10,14,15,5.0,True,True,0,False,20
12,10,15,16,,True,False,0,False,20
12,10,16,17,,True,False,0,False,20
12,10,17,18,1.0,True,True,0,False,20
12,10,18,19,3.0,True,True,0,False,20
12,10,19,20,2.0,True,True,0,False,20
12,11,0,1,5.0,True,True,0,False,20
12,11,1,2,,True,False,0,False,20
12,11,2,3,,True,False,0,False,20
12,11,3,4,,True,False,0,False,20
12,11,4,5,,True,False,0,False,20
12,11,5,6,,True,False,0,False,20
12,11,6,7,,True,False,0,False,20
12,11,7,8,,True,False,0,False,20
12,11,8,9,6.0,True,True,0,False,20
12,11,9,10,7.0,True,True,0,False,20
12,11,10,11,,True,False,0,False,20
12,11,11,12,,True,False,0,False,20
12,11,12,13,,True,False,0,False,20
12,11,13,14,,True,False,0,False,20
12,11,14,15,,True,False,0,False,20
12,11,15,16,,True,False,0,False,20
12,11,16,17,3.0,True,True,0,False,20
12,11,17,18,4.0,True,True,0,False,20
12,11,18,19,2.0,True,True,0,False,20
12,11,19,20,1.0,True,True,0,False,20
12,12,0,1,,True,False,0,False,20
12,12,1,2,,True,False,0,False,20
12,12,2,3,,True,False,0,False,20
12,12,3,4,,True,False,0,False,20
12,12,4,5,,True,False,0,False,20
12,12,5,6,,True,False,0,False,20
12,12,6,7,,True,False,0,False,20
12,12,7,8,,True,False,0,False,20
12,12,8,9,,True,False,0,False,20
12,12,9,10,,True,False,0,False,20
12,12,10,11,,True,False,0,False,20
12,12,11,12,,True,False,0,False,20
12,12,12,13,5.0,True,True,0,False,20
12,12,13,14,4.0,True,True,0,False,20
12,12,14,15,,True,False,0,False,20
12,12,15,16,7.0,True,True,0,False,20
12,12,16,17,6.0,True,True,0,False,20
12,12,17,18,1.0,True,True,0,False,20
12,12,18,19,2.0,True,True,0,False,20
12,12,19,20,3.0,True,True,0,False,20
12,13,0,1,3.0,True,True,0,False,20
12,13,1,2,,True,False,0,False,20
12,13,2,3,,True,False,0,False,20
12,13,3,4,,True,False,0,False,20
12,13,4,5,,True,False,0,False,20
12,13,5,6,,True,False,0,False,20
12,13,6,7,,True,False,0,False,20
12,13,7,8,,True,False,0,False,20
12,13,8,9,,True,False,0,False,20
12,13,9,10,,True,False,0,False,20
12,13,10,11,,True,False,0,False,20
12,13,11,12,,True,False,0,False,20
12,13,12,13,,True,False,0,False,20
12,13,13,14,,True,False,0,False,20
12,13,14,15,,True,False,0,False,20
12,13,15,16,,True,False,0,False,20
12,13,16,17,,True,False,0,False,20
12,13,17,18,,True,False,0,False,20
12,13,18,19,2.0,True,True,0,False,20
12,13,19,20,1.0,True,True,0,False,20
12,14,0,1,,True,False,0,False,20
12,14,1,2,,True,False,0,False,20
12,14,2,3,,True,False,0,False,20
12,14,3,4,,True,False,0,False,20
12,14,4,5,,True,False,0,False,20
12,14,5,6,,True,False,0,False,20
12,14,6,7,,True,False,0,False,20
12,14,7,8,,True,False,0,False,20
12,14,8,9,,True,False,0,False,20
12,14,9,10,6.0,True,True,0,False,20
12,14,10,11,,True,False,0,False,20
12,14,11,12,,True,False,0,False,20
12,14,12,13,,True,False,0,False,20
12,14,13,14,,True,False,0,False,20
12,14,14,15,,True,False,0,False,20
12,14,15,16,1.0,True,True,0,False,20
12,14,16,17,2.0,True,True,0,False,20
12,14,17,18,4.0,True,True,0,False,20
12,14,18,19,3.0,True,True,0,False,20
12,14,19,20,5.0,True,True,0,False,20
12,15,0,1,4.0,True,True,0,False,20
12,15,1,2,,True,False,0,False,20
12,15,2,3,,True,False,0,False,20
12,15,3,4,,True,False,0,False,20
12,15,4,5,,True,False,0,False,20
12,15,5,6,,True,False,0,False,20
12,15,6,7,,True,False,0,False,20
12,15,7,8,,True,False,0,False,20
12,15,8,9,5.0,True,True,0,False,20
12,15,9,10,,True,False,0,False,20
12,15,10,11,,True,False,0,False,20
12,15,11,12,,True,False,0,False,20
12,15,12,13,,True,False,0,False,20
12,15,13,14,,True,False,0,False,20
12,15,14,15,,True,False,0,False,20
12,15,15,16,,True,False,0,False,20
12,15,16,17,3.0,True,True,0,False,20
12,15,17,18,,True,False,0,False,20
12,15,18,19,2.0,True,True,0,False,20
12,15,19,20,1.0,True,True,0,False,20
12,16,0,1,6.0,True,True,0,False,20
12,16,1,2,4.0,True,True,0,False,20
12,16,2,3,3.0,True,True,0,False,20
12,16,3,4,,True,False,0,False,20
12,16,4,5,,True,False,0,False,20
12,16,5,6,,True,False,0,False,20
12,16,6,7,,True,False,0,False,20
12,16,7,8,,True,False,0,False,20
12,16,8,9,,True,False,0,False,20
12,16,9,10,,True,False,0,False,20
12,16,10,11,,True,False,0,False,20
12,16,11,12,7.0,True,True,0,False,20
12,16,12,13,5.0,True,True,0,False,20
12,16,13,14,,True,False,0,False,20
12,16,14,15,,True,False,0,False,20
12,16,15,16,,True,False,0,False,20
12,16,16,17,,True,False,0,False,20
12,16,17,18,,True,False,0,False,20
12,16,18,19,2.0,True,True,0,False,20
12,16,19,20,1.0,True,True,0,False,20
12,17,0,1,6.0,True,True,0,False,20
12,17,1,2,,True,False,0,False,20
12,17,2,3,,True,False,0,False,20
12,17,3,4,,True,False,0,False,20
12,17,4,5,7.0,True,True,0,False,20
12,17,5,6,,True,False,0,False,20
12,17,6,7,,True,False,0,False,20
12,17,7,8,,True,False,0,False,20
12,17,8,9,,True,False,0,False,20
12,17,9,10,,True,False,0,False,20
12,17,10,11,,True,False,0,False,20
12,17,11,12,4.0,True,True,0,False,20
12,17,12,13,5.0,True,True,0,False,20
12,17,13,14,,True,False,0,False,20
12,17,14,15,,True,False,0,False,20
12,17,15,16,,True,False,0,False,20
12,17,16,17,,True,False,0,False,20
12,17,17,18,1.0,True,True,0,False,20
12,17,18,19,2.0,True,True,0,False,20
12,17,19,20,3.0,True,True,0,False,20
12,18,0,1,7.0,True,True,0,False,20
12,18,1,2,,True,False,0,False,20
12,18,2,3,,True,False,0,False,20
12,18,3,4,,True,False,0,False,20
12,18,4,5,,True,False,0,False,20
12,18,5,6,,True,False,0,False,20
12,18,6,7,,True,False,0,False,20
12,18,7,8,,True,False,0,False,20
12,18,8,9,5.0,True,True,0,False,20
12,18,9,10,,True,False,0,False,20
12,18,10,11,,True,False,0,False,20
12,18,11,12,6.0,True,True,0,False,20
12,18,12,13,,True,False,0,False,20
12,18,13,14,,True,False,0,False,20
12,18,14,15,,True,False,0,False,20
12,18,15,16,4.0,True,True,0,False,20
12,18,16,17,,True,False,0,False,20
12,18,17,18,1.0,True,True,0,False,20
12,18,18,19,2.0,True,True,0,False,20
12,18,19,20,3.0,True,True,0,False,20
12,19,0,1,1.0,True,True,0,False,20
12,19,1,2,,True,False,0,False,20
12,19,2,3,,True,False,0,False,20
12,19,3,4,,True,False,0,False,20
12,19,4,5,,True,False,0,False,20
12,19,5,6,,True,False,0,False,20
12,19,6,7,,True,False,0,False,20
12,19,7,8,,True,False,0,False,20
12,19,8,9,,True,False,0,False,20
12,19,9,10,,True,False,0,False,20
12,19,10,11,,True,False,0,False,20
12,19,11,12,,True,False,0,False,20
12,19,12,13,,True,False,0,False,20
12,19,13,14,2.0,True,True,0,False,20
12,19,14,15,,True,False,0,False,20
12,19,15,16,,True,False,0,False,20
12,19,16,17,6.0,True,True,0,False,20
12,19,17,18,4.0,True,True,0,False,20
12,19,18,19,3.0,True,True,0,False,20
12,19,19,20,5.0,True,True,0,False,20
12,20,0,1,5.0,True,True,0,False,20
12,20,1,2,,True,False,0,False,20
12,20,2,3,,True,False,0,False,20
12,20,3,4,,True,False,0,False,20
12,20,4,5,,True,False,0,False,20
12,20,5,6,4.0,True,True,0,False,20
12,20,6,7,,True,False,0,False,20
12,20,7,8,,True,False,0,False,20
12,20,8,9,,True,False,0,False,20
12,20,9,10,,True,False,0,False,20
12,20,10,11,,True,False,0,False,20
12,20,11,12,,True,False,0,False,20
12,20,12,13,,True,False,0,False,20
12,20,13,14,,True,False,0,False,20
12,20,14,15,,True,False,0,False,20
12,20,15,16,,True,False,0,False,20
12,20,16,17,,True,False,0,False,20
12,20,17,18,1.0,True,True,0,False,20
12,20,18,19,2.0,True,True,0,False,20
12,20,19,20,3.0,True,True,0,False,20
12,21,0,1,5.0,True,True,0,False,20
12,21,1,2,,True,False,0,False,20
12,21,2,3,,True,False,0,False,20
12,21,3,4,,True,False,0,False,20
12,21,4,5,,True,False,0,False,20
12,21,5,6,,True,False,0,False,20
12,21,6,7,,True,False,0,False,20
12,21,7,8,6.0,True,True,0,False,20
12,21,8,9,4.0,True,True,0,False,20
12,21,9,10,,True,False,0,False,20
12,21,10,11,,True,False,0,False,20
12,21,11,12,3.0,True,True,0,False,20
12,21,12,13,,True,False,0,False,20
12,21,13,14,,True,False,0,False,20
12,21,14,15,,True,False,0,False,20
12,21,15,16,,True,False,0,False,20
12,21,16,17,,True,False,0,False,20
12,21,17,18,1.0,True,True,0,False,20
12,21,18,19,,True,False,0,False,20
12,21,19,20,2.0,True,True,0,False,20
12,22,0,1,5.0,True,True,0,False,20
12,22,1,2,,True,False,0,False,20
12,22,2,3,6.0,True,True,0,False,20
12,22,3,4,,True,False,0,False,20
12,22,4,5,,True,False,0,False,20
12,22,5,6,,True,False,0,False,20
12,22,6,7,,True,False,0,False,20
12,22,7,8,,True,False,0,False,20
12,22,8,9,,True,False,0,False,20
12,22,9,10,,True,False,0,False,20
12,22,10,11,,True,False,0,False,20
12,22,11,12,,True,False,0,False,20
12,22,12,13,,True,False,0,False,20
12,22,13,14,,True,False,0,False,20
12,22,14,15,,True,False,0,False,20
12,22,15,16,,True,False,0,False,20
12,22,16,17,1.0,True,True,0,False,20
12,22,17,18,2.0,True,True,0,False,20
12,22,18,19,3.0,True,True,0,False,20
12,22,19,20,4.0,True,True,0,False,20
12,23,0,1,5.0,True,True,0,False,20
12,23,1,2,,True,False,0,False,20
12,23,2,3,,True,False,0,False,20
12,23,3,4,,True,False,0,False,20
12,23,4,5,,True,False,0,False,20
12,23,5,6,,True,False,0,False,20
12,23,6,7,,True,False,0,False,20
12,23,7,8,,True,False,0,False,20
12,23,8,9,6.0,True,True,0,False,20
12,23,9,10,,True,False,0,False,20
12,23,10,11,,True,False,0,False,20
12,23,11,12,,True,False,0,False,20
12,23,12,13,,True,False,0,False,20
12,23,13,14,4.0,True,True,0,False,20
12,23,14,15,,True,False,0,False,20
12,23,15,16,,True,False,0,False,20
12,23,16,17,,True,False,0,False,20
12,23,17,18,1.0,True,True,0,False,20
12,23,18,19,2.0,True,True,0,False,20
12,23,19,20,3.0,True,True,0,False,20
12,24,0,1,4.0,True,True,0,False,20
12,24,1,2,,True,False,0,False,20
12,24,2,3,6.0,True,True,0,False,20
12,24,3,4,,True,False,0,False,20
12,24,4,5,,True,False,0,False,20
12,24,5,6,,True,False,0,False,20
12,24,6,7,,True,False,0,False,20
12,24,7,8,,True,False,0,False,20
12,24,8,9,,True,False,0,False,20
12,24,9,10,,True,False,0,False,20
12,24,10,11,,True,False,0,False,20
12,24,11,12,,True,False,0,False,20
12,24,12,13,,True,False,0,False,20
12,24,13,14,,True,False,0,False,20
12,24,14,15,,True,False,0,False,20
12,24,15,16,5.0,True,True,0,False,20
12,24,16,17,,True,False,0,False,20
12,24,17,18,1.0,True,True,0,False,20
12,24,18,19,2.0,True,True,0,False,20
12,24,19,20,3.0,True,True,0,False,20
12,25,0,1,,True,False,0,False,20
12,25,1,2,5.0,True,True,0,False,20
12,25,2,3,,True,False,0,False,20
12,25,3,4,,True,False,0,False,20
12,25,4,5,,True,False,0,False,20
12,25,5,6,,True,False,0,False,20
12,25,6,7,,True,False,0,False,20
12,25,7,8,,True,False,0,False,20
12,25,8,9,,True,False,0,False,20
12,25,9,10,,True,False,0,False,20
12,25,10,11,,True,False,0,False,20
12,25,11,12,,True,False,0,False,20
12,25,12,13,,True,False,0,False,20
12,25,13,14,,True,False,0,False,20
12,25,14,15,,True,False,0,False,20
12,25,15,16,,True,False,0,False,20
12,25,16,17,1.0,True,True,0,False,20
12,25,17,18,4.0,True,True,0,False,20
12,25,18,19,2.0,True,True,0,False,20
12,25,19,20,3.0,True,True,0,False,20
12,26,0,1,,True,False,0,False,20
12,26,1,2,,True,False,0,False,20
12,26,2,3,,True,False,0,False,20
12,26,3,4,,True,False,0,False,20
12,26,4,5,,True,False,0,False,20
12,26,5,6,,True,False,0,False,20
12,26,6,7,,True,False,0,False,20
12,26,7,8,,True,False,0,False,20
12,26,8,9,,True,False,0,False,20
12,26,9,10,4.0,True,True,0,False,20
12,26,10,11,5.0,True,True,0,False,20
12,26,11,12,,True,False,0,False,20
12,26,12,13,3.0,True,True,0,False,20
12,26,13,14,,True,False,0,False,20
12,26,14,15,,True,False,0,False,20
12,26,15,16,,True,False,0,False,20
12,26,16,17,,True,False,0,False,20
12,26,17,18,1.0,True,True,0,False,20
12,26,18,19,,True,False,0,False,20
12,26,19,20,2.0,True,True,0,False,20
12,27,0,1,,True,False,0,False,20
12,27,1,2,,True,False,0,False,20
12,27,2,3,,True,False,0,False,20
12,27,3,4,,True,False,0,False,20
12,27,4,5,,True,False,0,False,20
12,27,5,6,,True,False,0,False,20
12,27,6,7,,True,False,0,False,20
12,27,7,8,,True,False,0,False,20
12,27,8,9,,True,False,0,False,20
12,27,9,10,5.0,True,True,0,False,20
12,27,10,11,,True,False,0,False,20
12,27,11,12,6.0,True,True,0,False,20
12,27,12,13,,True,False,0,False,20
12,27,13,14,,True,False,0,False,20
12,27,14,15,,True,False,0,False,20
12,27,15,16,,True,False,0,False,20
12,27,16,17,1.0,True,True,0,False,20
12,27,17,18,3.0,True,True,0,False,20
12,27,18,19,2.0,True,True,0,False,20
12,27,19,20,4.0,True,True,0,False,20
12,28,0,1,4.0,True,True,0,False,20
12,28,1,2,5.0,True,True,0,False,20
12,28,2,3,,True,False,0,False,20
12,28,3,4,,True,False,0,False,20
12,28,4,5,,True,False,0,False,20
12,28,5,6,,True,False,0,False,20
12,28,6,7,,True,False,0,False,20
12,28,7,8,,True,False,0,False,20
12,28,8,9,,True,False,0,False,20
12,28,9,10,6.0,True,True,0,False,20
12,28,10,11,,True,False,0,False,20
12,28,11,12,,True,False,0,False,20
12,28,12,13,,True,False,0,False,20
12,28,13,14,,True,False,0,False,20
12,28,14,15,,True,False,0,False,20
12,28,15,16,1.0,True,True,0,False,20
12,28,16,17,,True,False,0,False,20
12,28,17,18,,True,False,0,False,20
12,28,18,19,2.0,True,True,0,False,20
12,28,19,20,3.0,True,True,0,False,20
12,29,0,1,1.0,True,True,0,False,20
12,29,1,2,,True,False,0,False,20
12,29,2,3,,True,False,0,False,20
12,29,3,4,,True,False,0,False,20
12,29,4,5,,True,False,0,False,20
12,29,5,6,,True,False,0,False,20
12,29,6,7,,True,False,0,False,20
12,29,7,8,,True,False,0,False,20
12,29,8,9,,True,False,0,False,20
12,29,9,10,,True,False,0,False,20
12,29,10,11,,True,False,0,False,20
12,29,11,12,,True,False,0,False,20
12,29,12,13,,True,False,0,False,20
12,29,13,14,,True,False,0,False,20
12,29,14,15,,True,False,0,False,20
12,29,15,16,,True,False,0,False,20
12,29,16,17,,True,False,0,False,20
12,29,17,18,,True,False,0,False,20
12,29,18,19,2.0,True,True,0,False,20
12,29,19,20,3.0,True,True,0,False,20
12,30,0,1,4.0,True,True,0,False,20
12,30,1,2,,True,False,0,False,20
12,30,2,3,,True,False,0,False,20
12,30,3,4,,True,False,0,False,20
12,30,4,5,,True,False,0,False,20
12,30,5,6,,True,False,0,False,20
12,30,6,7,,True,False,0,False,20
12,30,7,8,,True,False,0,False,20
12,30,8,9,3.0,True,True,0,False,20
12,30,9,10,,True,False,0,False,20
12,30,10,11,,True,False,0,False,20
12,30,11,12,,True,False,0,False,20
12,30,12,13,,True,False,0,False,20
12,30,13,14,,True,False,0,False,20
12,30,14,15,,True,False,0,False,20
12,30,15,16,,True,False,0,False,20
12,30,16,17,,True,False,0,False,20
12,30,17,18,,True,False,0,False,20
12,30,18,19,1.0,True,True,0,False,20
12,30,19,20,2.0,True,True,0,False,20
12,31,0,1,,True,False,0,False,20
12,31,1,2,,True,False,0,False,20
12,31,2,3,,True,False,0,False,20
12,31,3,4,,True,False,0,False,20
12,31,4,5,,True,False,0,False,20
12,31,5,6,,True,False,0,False,20
12,31,6,7,6.0,True,True,0,False,20
12,31,7,8,,True,False,0,False,20
12,31,8,9,,True,False,0,False,20
12,31,9,10,,True,False,0,False,20
12,31,10,11,5.0,True,True,0,False,20
12,31,11,12,,True,False,0,False,20
12,31,12,13,,True,False,0,False,20
12,31,13,14,,True,False,0,False,20
12,31,14,15,,True,False,0,False,20
12,31,15,16,,True,False,0,False,20
12,31,16,17,1.0,True,True,0,False,20
12,31,17,18,2.0,True,True,0,False,20
12,31,18,19,3.0,True,True,0,False,20
12,31,19,20,4.0,True,True,0,False,20
12,32,0,1,,True,False,0,False,20
12,32,1,2,,True,False,0,False,20
12,32,2,3,,True,False,0,False,20
12,32,3,4,,True,False,0,False,20
12,32,4,5,,True,False,0,False,20
12,32,5,6,5.0,True,True,0,False,20
12,32,6,7,6.0,True,True,0,False,20
12,32,7,8,,True,False,0,False,20
12,32,8,9,,True,False,0,False,20
12,32,9,10,,True,False,0,False,20
12,32,10,11,4.0,True,True,0,False,20
12,32,11,12,,True,False,0,False,20
12,32,12,13,,True,False,0,False,20
12,32,13,14,,True,False,0,False,20
12,32,14,15,,True,False,0,False,20
12,32,15,16,,True,False,0,False,20
12,32,16,17,,True,False,0,False,20
12,32,17,18,3.0,True,True,0,False,20
12,32,18,19,1.0,True,True,0,False,20
12,32,19,20,2.0,True,True,0,False,20
12,33,0,1,4.0,True,True,0,False,20
12,33,1,2,5.0,True,True,0,False,20
12,33,2,3,,True,False,0,False,20
12,33,3,4,,True,False,0,False,20
12,33,4,5,,True,False,0,False,20
12,33,5,6,,True,False,0,False,20
12,33,6,7,,True,False,0,False,20
12,33,7,8,,True,False,0,False,20
12,33,8,9,,True,False,0,False,20
12,33,9,10,,True,False,0,False,20
12,33,10,11,,True,False,0,False,20
12,33,11,12,,True,False,0,False,20
12,33,12,13,,True,False,0,False,20
12,33,13,14,,True,False,0,False,20
12,33,14,15,,True,False,0,False,20
12,33,15,16,,True,False,0,False,20
12,33,16,17,2.0,True,True,0,False,20
12,33,17,18,,True,False,0,False,20
12,33,18,19,1.0,True,True,0,False,20
12,33,19,20,3.0,True,True,0,False,20
12,34,0,1,5.0,True,True,0,False,20
12,34,1,2,,True,False,0,False,20
12,34,2,3,,True,False,0,False,20
12,34,3,4,,True,False,0,False,20
12,34,4,5,,True,False,0,False,20
12,34,5,6,,True,False,0,False,20
12,34,6,7,,True,False,0,False,20
12,34,7,8,,True,False,0,False,20
12,34,8,9,,True,False,0,False,20
12,34,9,10,,True,False,0,False,20
12,34,10,11,,True,False,0,False,20
12,34,11,12,,True,False,0,False,20
12,34,12,13,,True,False,0,False,20
12,34,13,14,,True,False,0,False,20
12,34,14,15,,True,False,0,False,20
12,34,15,16,,True,False,0,False,20
12,34,16,17,2.0,True,True,0,False,20
12,34,17,18,1.0,True,True,0,False,20
12,34,18,19,3.0,True,True,0,False,20
12,34,19,20,4.0,True,True,0,False,20
12,35,0,1,,True,False,0,False,20
12,35,1,2,6.0,True,True,0,False,20
12,35,2,3,5.0,True,True,0,False,20
12,35,3,4,,True,False,0,False,20
12,35,4,5,,True,False,0,False,20
12,35,5,6,,True,False,0,False,20
12,35,6,7,,True,False,0,False,20
12,35,7,8,,True,False,0,False,20
12,35,8,9,,True,False,0,False,20
12,35,9,10,,True,False,0,False,20
12,35,10,11,,True,False,0,False,20
12,35,11,12,,True,False,0,False,20
12,35,12,13,,True,False,0,False,20
12,35,13,14,2.0,True,True,0,False,20
12,35,14,15,,True,False,0,False,20
12,35,15,16,,True,False,0,False,20
12,35,16,17,3.0,True,True,0,False,20
12,35,17,18,,True,False,0,False,20
12,35,18,19,1.0,True,True,0,False,20
12,35,19,20,4.0,True,True,0,False,20
12,36,0,1,,True,False,0,False,20
12,36,1,2,6.0,True,True,0,False,20
12,36,2,3,,True,False,0,False,20
12,36,3,4,5.0,True,True,0,False,20
12,36,4,5,,True,False,0,False,20
12,36,5,6,,True,False,0,False,20
12,36,6,7,,True,False,0,False,20
12,36,7,8,,True,False,0,False,20
12,36,8,9,,True,False,0,False,20
12,36,9,10,3.0,True,True,0,False,20
12,36,10,11,,True,False,0,False,20
12,36,11,12,,True,False,0,False,20
12,36,12,13,,True,False,0,False,20
12,36,13,14,,True,False,0,False,20
12,36,14,15,4.0,True,True,0,False,20
12,36,15,16,,True,False,0,False,20
12,36,16,17,,True,False,0,False,20
12,36,17,18,,True,False,0,False,20
12,36,18,19,1.0,True,True,0,False,20
12,36,19,20,2.0,True,True,0,False,20
12,37,0,1,8.0,True,True,0,False,20
12,37,1,2,,True,False,0,False,20
